date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:07:07	38857/38857	---M--	200	added ('OK')	image/jpeg	etag:%2239a8d94fd037559f557d6d0cceb70865%22	https://f.hubspotusercontent10.net/hub/6151115/hubfs/.Net%20in%20a%20Day%20workshops/10.29.2020/MFST_.NET_App_Mod_in_a_Day_Banner_10.29.jpg?length=1600&name=MFST_.NET_App_Mod_in_a_Day_Banner_10.29.jpg	C:/My%20Web%20Sites/att/f.hubspotusercontent10.net/hub/6151115/hubfs/.Net%20in%20a%20Day%20workshops/10.29.2020/MFST_.NET_App_Mod_in_a_Day_Banner_10.29b21c.jpg	(from https://www.redapt.com/events/azure-.net-app-modernization-workshop-jan-26)
12:07:07	7813/7813	---MCZ	200	added ('OK')	text/html	etag:W/%220bc94cfbcb68f704d1497734053b291a%22	https://www.redapt.com/events/azure-data-modernization-workshop-feb-3?hs_amp=true	C:/My%20Web%20Sites/att/www.redapt.com/events/azure-data-modernization-workshop-feb-33d9f.html	(from https://www.redapt.com/events/azure-data-modernization-workshop-feb-3)
12:07:08	37912/37912	---M--	200	added ('OK')	image/jpeg	etag:%228db25186014a6329638aeb6f56948deb%22	https://f.hubspotusercontent10.net/hub/6151115/hubfs/Data%20Modernization%20Virtual%20Workshop%20in%20a%20Day/11.12.2020/Data_Modernization_Virtual_Workshop_In_A_Day_Banner_11.12.jpg?length=1600&name=Data_Modernization_Virtual_Workshop_In_A_Day_Banner_11.12.jpg	C:/My%20Web%20Sites/att/f.hubspotusercontent10.net/hub/6151115/hubfs/Data%20Modernization%20Virtual%20Workshop%20in%20a%20Day/11.12.2020/Data_Modernization_Virtual_Workshop_In_A_Day_Banner_11.12b02a.jpg	(from https://www.redapt.com/events/azure-data-modernization-workshop-feb-3)
12:07:08	29977/29977	---MCZ	200	added ('OK')	text/html	etag:W/%22c8a842abe59c907abff10ecc47e3e17e%22	https://www.redapt.com/events/.net-app-modernization-in-a-day-virtual-workshop	C:/My%20Web%20Sites/att/www.redapt.com/events/.html	(from https://www.redapt.com/events/azure-data-modernization-workshop-feb-3)
12:07:09	7254/7254	---MCZ	200	added ('OK')	text/html	etag:W/%227d9d6723eedc4c89bec132b1bb9ed2a0%22	https://www.redapt.com/events/redapt-webinar-reach-the-market-at-light-speed-with-azure-kubernetes-service-aks?hs_amp=true	C:/My%20Web%20Sites/att/www.redapt.com/events/redapt-webinar-reach-the-market-at-light-speed-with-azure-kubernetes-service-aks3d9f.html	(from https://www.redapt.com/events/redapt-webinar-reach-the-market-at-light-speed-with-azure-kubernetes-service-aks)
12:07:09	187856/187856	---M--	200	added ('OK')	image/png	etag:%22c5f83ac08f242e4337caaa4aaa95432b%22	https://f.hubspotusercontent10.net/hub/6151115/hubfs/redapt_video-mockup_aks-webinar_Laptop%20Vector%20Mockups.png?length=1600&name=redapt_video-mockup_aks-webinar_Laptop%20Vector%20Mockups.png	C:/My%20Web%20Sites/att/f.hubspotusercontent10.net/hub/6151115/hubfs/redapt_video-mockup_aks-webinar_Laptop%20Vector%20Mockups5143.png	(from https://www.redapt.com/events/redapt-webinar-reach-the-market-at-light-speed-with-azure-kubernetes-service-aks)
12:07:10	49061/49061	---M--	200	added ('OK')	image/jpeg	etag:%225969623c873bf66f71ef371820852ea2%22	https://cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/attunix/images/photo9.jpg?length=800&name=photo9.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/Redapt%202019/attunix/images/photo9d959.jpg	(from https://www.redapt.com/events/redapt-webinar-reach-the-market-at-light-speed-with-azure-kubernetes-service-aks)
12:07:11	582/582	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2209a9927e69b80786bcebebeddaed4a25%22	https://www.redapt.com/hubfs/_icons/Customer_Success_BusinessResiliencePage.svg	C:/My%20Web%20Sites/att/www.redapt.com/hubfs/_icons/Customer_Success_BusinessResiliencePage.svg	(from https://www.redapt.com/become-a-partner)
12:07:12	1368/1368	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d45424d0be2869806016d0d3b0a9221f%22	https://www.redapt.com/hubfs/_icons/Tech_Support_BusinessResiliencePage.svg	C:/My%20Web%20Sites/att/www.redapt.com/hubfs/_icons/Tech_Support_BusinessResiliencePage.svg	(from https://www.redapt.com/become-a-partner)
12:07:12	96359/96359	---M--	200	added ('OK')	image/jpeg	etag:%22e44921ba0f3768b9080e9aaa9979d63f%22	https://f.hubspotusercontent10.net/hub/6151115/hubfs/_photography/Engineers.jpeg?length=800&name=Engineers.jpeg	C:/My%20Web%20Sites/att/f.hubspotusercontent10.net/hub/6151115/hubfs/_photography/Engineers5329.jpg	(from https://www.redapt.com/become-a-partner)
12:07:13	17221/17221	---M--	200	added ('OK')	image/png	etag:%224caea888079f540eb5372905dd6be516%22	https://www.redapt.com/hubfs/HashiCorp_Wht_1000px.png	C:/My%20Web%20Sites/att/www.redapt.com/hubfs/HashiCorp_Wht_1000px.png	(from https://www.redapt.com/partners/hashicorp)
12:07:13	18555/18555	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22143a2910b4aa533a705285bf06179fd7%22	https://www.redapt.com/hubfs/Cloud%20Native%20Apps_Illustrations_css.svg	C:/My%20Web%20Sites/att/www.redapt.com/hubfs/Cloud%20Native%20Apps_Illustrations_css.svg	(from https://www.redapt.com/partners/hashicorp)
12:07:14	16992/16992	---M--	200	added ('OK')	image/png	etag:%22bc19c2e860415376c4ecfdd372a65662%22	https://www.redapt.com/hubfs/Architecture_Icon.png	C:/My%20Web%20Sites/att/www.redapt.com/hubfs/Architecture_Icon.png	(from https://www.redapt.com/partners/hashicorp)
12:07:14	17669/17669	---M--	200	added ('OK')	image/png	etag:%22c78023d18a4f8b54f50e609dcd972fb2%22	https://www.redapt.com/hubfs/implementation_icon.png	C:/My%20Web%20Sites/att/www.redapt.com/hubfs/implementation_icon.png	(from https://www.redapt.com/partners/hashicorp)
12:07:15	9534/9534	---M--	200	added ('OK')	image/png	etag:%2242a894ba7d8df28182068f319854331d%22	https://www.redapt.com/hubfs/Vault_Icon.png	C:/My%20Web%20Sites/att/www.redapt.com/hubfs/Vault_Icon.png	(from https://www.redapt.com/partners/hashicorp)
12:07:16	1892/1892	---M--	200	added ('OK')	image/png	etag:%22be56417acf52b168cbb2aabbe3a85b00%22	https://no-cache.hubspot.com/cta/default/6151115/9822d41e-32e5-4eb0-a9bc-2746699bf948.png	C:/My%20Web%20Sites/att/no-cache.hubspot.com/cta/default/6151115/9822d41e-32e5-4eb0-a9bc-2746699bf948.png	(from https://www.redapt.com/partners/hashicorp)
12:07:16	6520/6520	---M--	200	added ('OK')	image/png	etag:%227ef9511eedb92424e493d7bd2d7ac4bb%22	https://www.redapt.com/hs-fs/hubfs/HashiCorp_Wht_1000px.png?width=243&name=HashiCorp_Wht_1000px.png	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/HashiCorp_Wht_1000pxfbd6.png	(from https://www.redapt.com/partners/hashicorp)
12:07:17	229402/229402	---MCZ	200	added ('OK')	text/css	etag:W/%22f868841325a7b656f56c9d1c98189f41%22	https://www.redapt.com/hs-fs/hub/6151115/hub_generated/template_assets/1606190669448/combined-css-f868841325a7b656f56c9d1c98189f41.css	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hub/6151115/hub_generated/template_assets/1606190669448/combined-css-f868841325a7b656f56c9d1c98189f41.css	(from https://www.redapt.com/newsroom/background)
12:07:18	21356/21356	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Dec%202020%2006:37:18%20GMT	https://www.redapt.com/newsroom/POST	C:/My%20Web%20Sites/att/www.redapt.com/newsroom/POST	(from https://www.redapt.com/newsroom/background)
12:07:19	41874/41874	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:37:18%20GMT	https://www.redapt.com/newsroom/logos	C:/My%20Web%20Sites/att/www.redapt.com/newsroom/logos.html	(from https://www.redapt.com/newsroom/logos/)
12:07:21	98596/98596	---M--	200	added ('OK')	text/javascript	etag:%22272e5f31cb0b5f99%22	https://cdn.ampproject.org/v0/amp-analytics-0.1.js	C:/My%20Web%20Sites/att/cdn.ampproject.org/v0/amp-analytics-0.1.js	(from https://www.redapt.com/blog/business-continuity-through-covid-19?hs_amp=true)
12:07:22	31214/31214	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:37:22%20GMT	https://www.redapt.com/blog/author/david-cantu	C:/My%20Web%20Sites/att/www.redapt.com/blog/author/david-cantu.html	(from https://www.redapt.com/blog/business-continuity-through-covid-19?hs_amp=true)
12:07:22	259750/259750	---M--	200	added ('OK')	text/javascript	etag:%22a58088922de23695%22	https://cdn.ampproject.org/v0.js	C:/My%20Web%20Sites/att/cdn.ampproject.org/v0.js	(from https://www.redapt.com/blog/business-continuity-through-covid-19?hs_amp=true)
12:07:23	45/45	---M--	200	added ('OK')	image/gif	date:Wed,%2023%20Dec%202020%2006:37:23%20GMT	https://track.hubspot.com/__ptq.gif?cd=SCREEN_COLOR_DEPTH-bit&cs=DOCUMENT_CHARSET&ln=BROWSER_LANGUAGE&sd=AVAILABLE_SCREEN_WIDTHxAVAILABLE_SCREEN_HEIGHT&v=1.1&iaa=1&k=1&ccu=CANONICAL_URL&r=DOCUMENT_REFERRER&ct=blog-post&t=Business+Continuity+Through+COVID-19&pi=27879143567&a=6151115&nc=true&cgi=11355233533&vi=CLIENT_ID(hubspotutk)&ai=CLIENT_ID(amputk)	C:/My%20Web%20Sites/att/track.hubspot.com/__ptq4806.gif	(from https://www.redapt.com/blog/business-continuity-through-covid-19?hs_amp=true)
12:07:24	14795/14795	---MCZ	200	added ('OK')	text/html	etag:W/%22d0560617ebec597f3a4029e1ec5ba248%22	https://www.redapt.com/blog/how-predictive-analytics-can-help-businesses-through-times-of-uncertainty?hs_amp=true	C:/My%20Web%20Sites/att/www.redapt.com/blog/how-predictive-analytics-can-help-businesses-through-times-of-uncertainty3d9f.html	(from https://www.redapt.com/blog/how-predictive-analytics-can-help-businesses-through-times-of-uncertainty)
12:07:25	132162/132162	---M--	200	added ('OK')	image/jpeg	etag:%22bd522e4a047cc214c3d416b5576fb510%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_photography/man-looking-at-data.jpg?length=1600&name=man-looking-at-data.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_photography/man-looking-at-dataaf54.jpg	(from https://www.redapt.com/blog/how-predictive-analytics-can-help-businesses-through-times-of-uncertainty)
12:07:26	76663/76663	---M--	200	added ('OK')	image/jpeg	etag:%223267a0aecb5c5f5a6b29f04d1c961aef%22	https://www.redapt.com/hs-fs/hubfs/_illustrations/line-graph-illustration.jpg?width=1200&name=line-graph-illustration.jpg	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/_illustrations/line-graph-illustration473e.jpg	(from https://www.redapt.com/blog/how-predictive-analytics-can-help-businesses-through-times-of-uncertainty)
12:07:27	74644/74644	---M--	200	added ('OK')	image/jpeg	etag:%22d3dad8667f9881227ffd311988de4867%22	https://www.redapt.com/hs-fs/hubfs/_illustrations/building-graphs-illustration.jpg?width=1200&name=building-graphs-illustration.jpg	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/_illustrations/building-graphs-illustration3d4b.jpg	(from https://www.redapt.com/blog/how-predictive-analytics-can-help-businesses-through-times-of-uncertainty)
12:07:27	15125/15125	---MCZ	200	added ('OK')	text/html	etag:W/%22661cc4473060c9c22d49812c2fe2d3c6%22	https://www.redapt.com/blog/new-release-covid-19-power-bi-report-template?hs_amp=true	C:/My%20Web%20Sites/att/www.redapt.com/blog/new-release-covid-19-power-bi-report-template3d9f.html	(from https://www.redapt.com/blog/new-release-covid-19-power-bi-report-template)
12:07:28	81287/81287	---M--	200	added ('OK')	image/jpeg	etag:%2209160f4a450cc3513a786d260b826cd5%22	https://cdn2.hubspot.net/hub/6151115/hubfs/AdobeStock_178216009.jpeg?length=1600&name=AdobeStock_178216009.jpeg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/AdobeStock_1782160092cd3.jpg	(from https://www.redapt.com/blog/new-release-covid-19-power-bi-report-template)
12:07:29	27317/27317	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:37:28%20GMT	https://www.redapt.com/blog/author/david-cantu-rick-cantu	C:/My%20Web%20Sites/att/www.redapt.com/blog/author/david-cantu-rick-cantu.html	(from https://www.redapt.com/blog/2020-the-year-of-remote-work-culture?hs_amp=true)
12:07:29	45/45	---M--	200	added ('OK')	image/gif	date:Wed,%2023%20Dec%202020%2006:37:29%20GMT	https://track.hubspot.com/__ptq.gif?cd=SCREEN_COLOR_DEPTH-bit&cs=DOCUMENT_CHARSET&ln=BROWSER_LANGUAGE&sd=AVAILABLE_SCREEN_WIDTHxAVAILABLE_SCREEN_HEIGHT&v=1.1&iaa=1&k=1&ccu=CANONICAL_URL&r=DOCUMENT_REFERRER&ct=blog-post&t=2020%3A+The+Year+of+Remote+Work+Culture&pi=38931881318&a=6151115&nc=true&cgi=11355233533&vi=CLIENT_ID(hubspotutk)&ai=CLIENT_ID(amputk)	C:/My%20Web%20Sites/att/track.hubspot.com/__ptq45d4.gif	(from https://www.redapt.com/blog/2020-the-year-of-remote-work-culture?hs_amp=true)
12:07:29	12327/12327	---MCZ	200	added ('OK')	text/html	etag:W/%22143aea9c2f7fd8bc1fa1e48a05ae230e%22	https://www.redapt.com/blog/3-revenue-opportunities-machine-learning-has-unlocked-for-enterprises-in-2020?hs_amp=true	C:/My%20Web%20Sites/att/www.redapt.com/blog/3-revenue-opportunities-machine-learning-has-unlocked-for-enterprises-in-20203d9f.html	(from https://www.redapt.com/blog/3-revenue-opportunities-machine-learning-has-unlocked-for-enterprises-in-2020)
12:07:30	286465/286465	---M--	200	added ('OK')	image/jpeg	etag:%22db15e6cc3a783f229b047efe2f6d110b%22	https://cdn2.hubspot.net/hub/6151115/hubfs/2019.11/redapt_revenue.jpg?length=1600&name=redapt_revenue.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/2019.11/redapt_revenue79a9.jpg	(from https://www.redapt.com/blog/3-revenue-opportunities-machine-learning-has-unlocked-for-enterprises-in-2020)
12:07:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Dec%202020%2006:37:31%20GMT	https://www.redapt.com/nvidia-ngc-and-rapids-workshop	C:/My%20Web%20Sites/att/www.redapt.com/nvidia-ngc-and-rapids-workshop	(from https://www.redapt.com/blog/3-revenue-opportunities-machine-learning-has-unlocked-for-enterprises-in-2020)
12:07:31	490066/490066	---M--	200	added ('OK')	image/jpeg	etag:%22d70406eabd01d40d29196eec88ce8820%22	https://www.redapt.com/hs-fs/hubfs/2019.11/redapt_blog-graphics_viewing-data.jpg?width=2084&name=redapt_blog-graphics_viewing-data.jpg	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/2019.11/redapt_blog-graphics_viewing-data1bee.jpg	(from https://www.redapt.com/blog/3-revenue-opportunities-machine-learning-has-unlocked-for-enterprises-in-2020)
12:07:32	16082/16082	---MCZ	200	added ('OK')	text/html	etag:W/%227da52a599c0d7cb86dd83c5b545fc4d0%22	https://www.redapt.com/blog/how-kubernetes-won-the-container-war?hs_amp=true	C:/My%20Web%20Sites/att/www.redapt.com/blog/how-kubernetes-won-the-container-war3d9f.html	(from https://www.redapt.com/blog/how-kubernetes-won-the-container-war)
12:07:32	74617/74617	---M--	200	added ('OK')	image/jpeg	etag:%22ef1f4606eda8ed9a783ea53e04a9bb37%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_illustrations/kubernetes-header.jpg?length=1600&name=kubernetes-header.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_illustrations/kubernetes-header6669.jpg	(from https://www.redapt.com/blog/how-kubernetes-won-the-container-war)
12:07:32	28328/28328	---M--	200	added ('OK')	image/jpeg	etag:%22b5f5908478cf01cd2e9e9e64643e1b7a%22	https://www.redapt.com/hs-fs/hubfs/_icons/multiple-apps.jpg?width=81&name=multiple-apps.jpg	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/_icons/multiple-appsb3c5.jpg	(from https://www.redapt.com/blog/how-kubernetes-won-the-container-war)
12:07:33	30163/30163	---M--	200	added ('OK')	image/jpeg	etag:%2216d5089b5595934d8b1968f08f50ad61%22	https://www.redapt.com/hs-fs/hubfs/_icons/download-with-check.jpg?width=81&name=download-with-check.jpg	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/_icons/download-with-check8cf0.jpg	(from https://www.redapt.com/blog/how-kubernetes-won-the-container-war)
12:07:34	28506/28506	---M--	200	added ('OK')	image/jpeg	etag:%22c7e8643d401c3cca8f2f80836a33b5ff%22	https://www.redapt.com/hs-fs/hubfs/_icons/app-with-plus.jpg?width=81&name=app-with-plus.jpg	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/_icons/app-with-plus6376.jpg	(from https://www.redapt.com/blog/how-kubernetes-won-the-container-war)
12:07:34	31354/31354	---M--	200	added ('OK')	image/jpeg	etag:%225357f04fda35d0562c8dedf7b80eda95%22	https://www.redapt.com/hs-fs/hubfs/_icons/data-magnifying-glass.jpg?width=81&name=data-magnifying-glass.jpg	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/_icons/data-magnifying-glass4e90.jpg	(from https://www.redapt.com/blog/how-kubernetes-won-the-container-war)
12:07:35	34326/34326	---M--	200	added ('OK')	image/jpeg	etag:%226eb9b27947f00c8fdd2551e79046d567%22	https://www.redapt.com/hs-fs/hubfs/_icons/kubernetes-with-arrow.jpg?width=81&name=kubernetes-with-arrow.jpg	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/_icons/kubernetes-with-arrow6367.jpg	(from https://www.redapt.com/blog/how-kubernetes-won-the-container-war)
12:07:35	28492/28492	---M--	200	added ('OK')	image/jpeg	etag:%22406e46ff625193e19f5d8977194dc229%22	https://www.redapt.com/hs-fs/hubfs/_icons/app-with-checks.jpg?width=81&name=app-with-checks.jpg	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/_icons/app-with-checks30fa.jpg	(from https://www.redapt.com/blog/how-kubernetes-won-the-container-war)
12:07:36	29423/29423	---M--	200	added ('OK')	image/jpeg	etag:%220c47c19e495867ef2d59c016cdb86f98%22	https://www.redapt.com/hs-fs/hubfs/_icons/cloud-and-building.jpg?width=81&name=cloud-and-building.jpg	C:/My%20Web%20Sites/att/www.redapt.com/hs-fs/hubfs/_icons/cloud-and-buildingf94e.jpg	(from https://www.redapt.com/blog/how-kubernetes-won-the-container-war)
12:07:36	34895/34895	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:37:36%20GMT	https://www.redapt.com/events/author/redapt-marketing	C:/My%20Web%20Sites/att/www.redapt.com/events/author/redapt-marketing.html	(from https://www.redapt.com/events/redapt-webinar-ensuring-governance-and-security-in-the-age-of-remote-working-with-windows-virtual-desktop?hs_amp=true)
12:07:36	45/45	---M--	200	added ('OK')	image/gif	date:Wed,%2023%20Dec%202020%2006:37:36%20GMT	https://track.hubspot.com/__ptq.gif?cd=SCREEN_COLOR_DEPTH-bit&cs=DOCUMENT_CHARSET&ln=BROWSER_LANGUAGE&sd=AVAILABLE_SCREEN_WIDTHxAVAILABLE_SCREEN_HEIGHT&v=1.1&iaa=1&k=1&ccu=CANONICAL_URL&r=DOCUMENT_REFERRER&ct=blog-post&t=Redapt+Webinar%3A+Ensuring+Governance+%26+Security+in+the+Age+of+Remote+Working+with+Windows+Virtual+Desktop&pi=38569024589&a=6151115&nc=true&cgi=23683723667&vi=CLIENT_ID(hubspotutk)&ai=CLIENT_ID(amputk)	C:/My%20Web%20Sites/att/track.hubspot.com/__ptqe18a.gif	(from https://www.redapt.com/events/redapt-webinar-ensuring-governance-and-security-in-the-age-of-remote-working-with-windows-virtual-desktop?hs_amp=true)
12:07:37	8221/8221	---MCZ	200	added ('OK')	text/html	etag:W/%22d7b21ee509deffed227e7a620375802b%22	https://www.redapt.com/events/terraform-on-gcp-virtual-workshop-july-2020-0?hs_amp=true	C:/My%20Web%20Sites/att/www.redapt.com/events/terraform-on-gcp-virtual-workshop-july-2020-03d9f.html	(from https://www.redapt.com/events/terraform-on-gcp-virtual-workshop-july-2020-0)
12:07:40	78936/78936	---M--	200	added ('OK')	image/png	etag:%22d453f22194450aa68d9b31c7e7b90e47%22	https://f.hubspotusercontent10.net/hub/6151115/hubfs/Complexity-and-Cost-of-Kubernetes-Storage-Event-Banner.png?length=1600&name=Complexity-and-Cost-of-Kubernetes-Storage-Event-Banner.png	C:/My%20Web%20Sites/att/f.hubspotusercontent10.net/hub/6151115/hubfs/Complexity-and-Cost-of-Kubernetes-Storage-Event-Banner7383.png	(from https://www.redapt.com/events/terraform-on-gcp-virtual-workshop-july-2020-0)
12:07:41	7896/7896	---MCZ	200	added ('OK')	text/html	etag:W/%223b297c32fe898e81d970d509c63a5a10%22	https://www.redapt.com/events/windows-virtual-desktop-in-a-day-workshop-dec-15?hs_amp=true	C:/My%20Web%20Sites/att/www.redapt.com/events/windows-virtual-desktop-in-a-day-workshop-dec-153d9f.html	(from https://www.redapt.com/events/windows-virtual-desktop-in-a-day-workshop-dec-15)
12:07:42	29019/29019	---M--	200	added ('OK')	text/javascript	etag:%223638468d83cda343%22	https://cdn.ampproject.org/v0/amp-youtube-0.1.js	C:/My%20Web%20Sites/att/cdn.ampproject.org/v0/amp-youtube-0.1.js	(from https://www.redapt.com/blog/watch-the-webinar-modernizing-your-applications-for-the-cloud?hs_amp=true)
12:07:42	39880/39880	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:37:42%20GMT	https://www.redapt.com/blog/author/redapt-marketing	C:/My%20Web%20Sites/att/www.redapt.com/blog/author/redapt-marketing.html	(from https://www.redapt.com/blog/watch-the-webinar-modernizing-your-applications-for-the-cloud?hs_amp=true)
12:07:42	45/45	---M--	200	added ('OK')	image/gif	date:Wed,%2023%20Dec%202020%2006:37:42%20GMT	https://track.hubspot.com/__ptq.gif?cd=SCREEN_COLOR_DEPTH-bit&cs=DOCUMENT_CHARSET&ln=BROWSER_LANGUAGE&sd=AVAILABLE_SCREEN_WIDTHxAVAILABLE_SCREEN_HEIGHT&v=1.1&iaa=1&k=1&ccu=CANONICAL_URL&r=DOCUMENT_REFERRER&ct=blog-post&t=Watch+the+Webinar%3A+Modernizing+Your+Applications+for+the+Cloud&pi=38335658646&a=6151115&nc=true&cgi=11355233533&vi=CLIENT_ID(hubspotutk)&ai=CLIENT_ID(amputk)	C:/My%20Web%20Sites/att/track.hubspot.com/__ptqe0de.gif	(from https://www.redapt.com/blog/watch-the-webinar-modernizing-your-applications-for-the-cloud?hs_amp=true)
12:07:43	12992/12992	---MCZ	200	added ('OK')	text/html	etag:W/%2243b536e4084fd4918a4b697326fe485f%22	https://www.redapt.com/blog/7-key-steps-on-the-road-to-cloud-native-applications?hs_amp=true	C:/My%20Web%20Sites/att/www.redapt.com/blog/7-key-steps-on-the-road-to-cloud-native-applications3d9f.html	(from https://www.redapt.com/blog/7-key-steps-on-the-road-to-cloud-native-applications)
12:07:45	57634/57634	---M--	200	added ('OK')	image/jpeg	etag:%222d2873c8e4e7de8fc4ab8f9859d9282b%22	https://f.hubspotusercontent10.net/hub/6151115/hubfs/blog-banner-cloud-native-infographic-1.jpg?length=1600&name=blog-banner-cloud-native-infographic-1.jpg	C:/My%20Web%20Sites/att/f.hubspotusercontent10.net/hub/6151115/hubfs/blog-banner-cloud-native-infographic-11aa5.jpg	(from https://www.redapt.com/blog/7-key-steps-on-the-road-to-cloud-native-applications)
12:07:45	2250/2250	---M--	200	added ('OK')	image/png	etag:%2288362face073919be4290a7ae6b073d5%22	https://no-cache.hubspot.com/cta/default/6151115/8d75bd7a-8855-4212-936a-82e1ed9fde6c.png	C:/My%20Web%20Sites/att/no-cache.hubspot.com/cta/default/6151115/8d75bd7a-8855-4212-936a-82e1ed9fde6c.png	(from https://www.redapt.com/blog/7-key-steps-on-the-road-to-cloud-native-applications)
12:07:46	42971/42971	---M--	200	added ('OK')	image/png	etag:%220d348b30d9856660f08f49a914aec68d%22	https://cdn2.hubspot.net/hub/6151115/hubfs/Cloud-Native%20Tech%20Stacks%20eBook/redapt_ebook_Cloud-Native-Tech-Stacks%20On-Premises_preview-1.png?length=400&name=redapt_ebook_Cloud-Native-Tech-Stacks%20On-Premises_preview-1.png	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/Cloud-Native%20Tech%20Stacks%20eBook/redapt_ebook_Cloud-Native-Tech-Stacks%20On-Premises_preview-1d967.png	(from https://www.redapt.com/blog/7-key-steps-on-the-road-to-cloud-native-applications)
12:07:47	117914/117914	---M--	200	added ('OK')	image/png	etag:%224eb64faca3744a5dffd7abc78f466669%22	https://cdn2.hubspot.net/hub/6151115/hubfs/Cloud-Native%20Tech%20Stacks%20eBook/redapt_ebook_Cloud-Native-Tech-Stacks%20On-Premises_preview-2.png?length=400&name=redapt_ebook_Cloud-Native-Tech-Stacks%20On-Premises_preview-2.png	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/Cloud-Native%20Tech%20Stacks%20eBook/redapt_ebook_Cloud-Native-Tech-Stacks%20On-Premises_preview-24c95.png	(from https://www.redapt.com/blog/7-key-steps-on-the-road-to-cloud-native-applications)
12:07:48	68423/68423	---M--	200	added ('OK')	image/png	etag:%220615b1a3cb8bb7d496c833366f94ce72%22	https://cdn2.hubspot.net/hub/6151115/hubfs/Cloud-Native%20Tech%20Stacks%20eBook/redapt_ebook_Cloud-Native-Tech-Stacks%20On-Premises_preview-3.png?length=400&name=redapt_ebook_Cloud-Native-Tech-Stacks%20On-Premises_preview-3.png	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/Cloud-Native%20Tech%20Stacks%20eBook/redapt_ebook_Cloud-Native-Tech-Stacks%20On-Premises_preview-394e7.png	(from https://www.redapt.com/blog/7-key-steps-on-the-road-to-cloud-native-applications)
12:07:48	40904/40904	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Dec%202020%2006:37:48%20GMT	https://www.redapt.com/capabilities/business-transformation?hsLang=en	C:/My%20Web%20Sites/att/www.redapt.com/capabilities/business-transformationc6eb.html	(from https://www.redapt.com/blog/7-key-steps-on-the-road-to-cloud-native-applications)
12:07:49	14237/14237	---MCZ	200	added ('OK')	text/html	etag:W/%225cac24a24c3ca3fee30ed0b9e64a4eab%22	https://www.redapt.com/blog/tech-we-like-deploying-cloud-native-tech-stacks-on-premises?hs_amp=true	C:/My%20Web%20Sites/att/www.redapt.com/blog/tech-we-like-deploying-cloud-native-tech-stacks-on-premises3d9f.html	(from https://www.redapt.com/blog/tech-we-like-deploying-cloud-native-tech-stacks-on-premises)
12:07:49	294896/294896	---M--	200	added ('OK')	image/jpeg	etag:%22a16fa9637ccf0e72b6ed79e929788dc0%22	https://cdn2.hubspot.net/hub/6151115/hubfs/_other-graphics/office-building_redapt_1.jpg?length=1600&name=office-building_redapt_1.jpg	C:/My%20Web%20Sites/att/cdn2.hubspot.net/hub/6151115/hubfs/_other-graphics/office-building_redapt_1839c.jpg	(from https://www.redapt.com/blog/tech-we-like-deploying-cloud-native-tech-stacks-on-premises)
